product_name,price (INR),rating,URL,reviews,ASIN,Description,Manufacturer
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,689,3.9 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTc1MzcxNTg3MzUwNjU1OjE2OTc2NDQ2ODQ6c3BfbXRmOjIwMDkxMDg5MjQ2Nzk4OjowOjo&url=%2FHalf-Moon-Backpack-Luggage-Compartment%2Fdp%2FB09VCLZ3K4%2Fref%3Dsr_1_60_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644684%26sprefix%3Dba%252Caps%252C283%26sr%3D8-60-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"3,853", B09VCLZ3K4,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.", Amazing Bags
Half Moon Hercules 55L Travelling Laptop Bag/Rucksack Backpack for Luggage Travel Journey Trekking Hiking Bags for Men Women Boys and Girls with Laptop Compartment & Rain Cover (Black),689,5.0 out of 5 stars,https://www.amazon.in/Half-Moon-Hercules-Travelling-Compartment/dp/B0CJ3FDW3K/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1697644684&sprefix=ba%2Caps%2C283&sr=8-62,4, B0CJ3FDW3K,"The Half Moon ""Hercules"" 55L Traveling Backpack is your perfect travel companion! With its massive 55-liter capacity, this backpack ensures you have all the room you need for your adventures. Keep your laptop safe in the padded compartment, and enjoy unbeatable comfort thanks to the plush back padding. Stay hydrated with dedicated pockets for your water bottle or umbrella, and stay stylish with the reflective logo and trendy front design. Plus, the durable metal zipper slider, rain cover, and secret bottom pocket make this backpack a true travel essential. Get ready to explore the world with the Half Moon ""Hercules"" – your trusty partner for every journey!", Half_Moon
Impulse IMP Omega 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with 1 Year Warranty,510,4.7 out of 5 stars,https://www.amazon.in/Impulse-IMP-Backpack-Resistant-Navy/dp/B0CJHXH8M8/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1697644684&sprefix=ba%2Caps%2C283&sr=8-63,12, B0CJHXH8M8,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs", Half_Moon
Skybags CAMPUS GREY LOGO PRINT COLLEGE LAPTOP BACKPACK 30L,"1,363",4.0 out of 5 stars,https://www.amazon.in/Skybags-CAMPUS-COLLEGE-LAPTOP-BACKPACK/dp/B084258ZD8/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1697644684&sprefix=ba%2Caps%2C283&sr=8-64,317, B084258ZD8,This product will be an excellent pick for you. It ensures an easy maintenance," Vip Industries Ltd, VIP Industries Ltd"
ADISA Women's Girls Party Sling Bag Crossbody,309,4.0 out of 5 stars,https://www.amazon.in/ADISA-Womens-Girls-Party-Crossbody/dp/B0B2WBJ2H8/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1697644684&sprefix=ba%2Caps%2C283&sr=8-65,689, B0B2WBJ2H8,"Box sling bag made with high quality PU with fancy show fitting on the front. The sling belt is a full length PU belt which is height adjustable. Inside it has 1 main compartment for convenience of storing your essentials with ease and without any hassle. This is a new and fresh design which is trending in the current fashion season. A classy and stylish sling perfect for parties and clubbing, or for casual daily use."," ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",918,3.9 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo1OTc1MzcxNTg3MzUwNjU1OjE2OTc2NDQ2ODQ6c3BfYnRmOjMwMDA3MTkxNjIyNjczMjo6MDo6&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_70_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644684%26sprefix%3Dba%252Caps%252C283%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,821, B01LXNNFDF,"Product Description
Ergonomically Designed
The Laptop Bag by Urban Tribe is a well structured and ergonomically designed. It is has spacious compartments as well as an anti-clutter mobile phone charging compartment. The bag is very handy and provides comfort to the user. Carry it in style.
Extra Charging Compartment
The bag has a separate mobile phone charging compartment to give you an anti-clutter experience while you charge your phone.
Spacious Compartment
The bag has a spacious main compartment where you can carry your belongings such as your notebooks, pens, laptop, mobile etc. It is perfect for college going students who are looking for design and functionality, all in a single bag.
Withstand heavy weight
The bag is made of Polyester, making it durable and resistant to water, wear-and-tear thus making it sturdy enough to withstand heavy weight. Carry your laptop, books, mobile, wallet etc. with this bag all at once."," Backpack International Pvt Ltd, Backpack International Pvt Ltd, Contact no +919769487901"
"Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments","1,199",4.0 out of 5 stars,https://www.amazon.in/Lunars-Travel-Laptop-Bag-compartments/dp/B08NHKF2G7/ref=sr_1_71?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-71,"2,755", B08NHKF2G7,"Product Description
Lunar's Laptop Travel Bag : A Spacious and durable laptop backpack for travel, casual usage, school / college / office and travel. Size: 21 inch X 14 inch X 10.5 inch. Capacity: 50 liters. This travel bagpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. This “MAKE IN INDIA” Product features 2 large zippered compartments, padded laptop sleeve for upto 17.3"" laptops, internal organiser, 2 water bottle /umbrella pockets, padded handle, inbuilt raincover, chest pocket, adjustable strap, hip belt quick haul grab loop for comfort, 3D air ventilated back panel for preventing sweat, heavy duty zippers and sliders, and adjustable straps. Ideal bag for boys, girls, men and women
Heavy Duty Zippers & Sliders
Real world performance Tested for Durability
Lightweight Water-resistant fabric"," Akshaya Rubbers, Hebbal Industrial Area, Mysore, 7022982998"
RIGHT CHOICE quality stylish casual backpack daily use unisex typography college bags (Boys and Girls),299,3.5 out of 5 stars,https://www.amazon.in/Right-Choice-Stylish-College-Backpack/dp/B07ZVXDHCK/ref=sr_1_72?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-72,"1,013", B07ZVXDHCK,"A stylish bag that always looks as good as you do. Comfortable to carry without compromising on style/fashion. It is designed to be convenient, and has safe storage. Makes a standout addition to your collection", Right Choice
"Shalimar Large Capacity Travel Bag/Storage Bag/Move-in Bags/Duffel Bag - Strong, Durable, Foldable and Water Resistant (Pack of 1) (Blue)",257,4.1 out of 5 stars,https://www.amazon.in/Shalimar-Capacity-Travel-Storage-Duffel/dp/B09TPHFMX7/ref=sr_1_73?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-73,542, B09TPHFMX7,"Product Description
""Shalimar Group"" is a four decade old company based on manufacturing of plastic packaging products used for Retail and Industrial market. In the retail market, we are the leading manufacturer of Storage as well as Travel Bags and Other Utility Bags. We have our presence across India. 'Quality', 'Value' and 'Goodwill' are the three core words that govern our activities; these define our image, hard work, enhanced qualitative thinking and help us to develop products for customers seeking quality, dependability and excellence. We believe in providing great service to our customers, therefore any query regarding our products feel free to reach out to us.
Long carry handles as well as additional backside strap that allows you to carry like a backpack.
these bags can be folded up completely flat and into a small size for easy storage.
These extra-large bags are great for storing, transporting and organising all items from clothes, toys, shoes, supplies etc. These bags are perfect for travelling when you have extra stuff which won't fit in your luggage."," Vikrant Extrusions, Daman, Vikrant Extrusion, Daman"
LARGE 60L TRAVEL BACKPACK FOR OUTDOOR SPORT HIKING TREKKING BAG CAMPING RUCKSACK,499,3.8 out of 5 stars,https://www.amazon.in/BACKPACK-OUTDOOR-TREKKING-CAMPING-RUCKSACK/dp/B0BR3YZ5BV/ref=sr_1_74?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-74,121, B0BR3YZ5BV,"This Stylish Trendsetter rucksack is stylish and appeals to today's generation and lifestyle. This tricking backpack is made of extremely tough and durable materials. It’s designed to carry and protect your belongings with spacious compartments and multiple pockets to carry your belongings. The larger main compartments with front easy to access pockets, side mesh pockets for water bottle storage provide generous storage in this sporty, durable backpack. Trendsetter is designed for the modern computer, fitting in overhead compartments or beneath the seat. Contains 2 Air mesh water bottle compartments. Grab It. Shoulder It. Grab and go handles. Padded shoulder straps keep you comfortable on the move"," BLUE CRAFT, MURAD NAGER, HYDERABAD, TELANGANA- 500028, MOB. 8008355628, BLUE CRAFT, MURAD NAGER, HYDERABAD, TELANGANA- 500028, MOB. 8008355628"
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Olive 35L, Unisex Bag",999,4.5 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDM2MzU4OTQ2NzM2NTU6MTY5NzY0NDY4NjpzcF9tdGY6MzAwMDE0OTMxNDg0NzMyOjowOjo&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9H8W6K6%2Fref%3Dsr_1_75_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644686%26sprefix%3Dba%252Caps%252C283%26sr%3D8-75-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,25, B0C9H8W6K6,Product Description, STRABO BAGS AND ACCESSORIES LLP
Half Moon Large 37L Laptop Bag Backpack for menं Women Boys and Girls Luggage Travel Bags with 17.3 inches Laptop Compartment & Rain Cover,689,3.9 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDM2MzU4OTQ2NzM2NTU6MTY5NzY0NDY4NjpzcF9tdGY6MjAwOTEwODkyNDY3OTg6OjA6Og&url=%2FHalf-Moon-Backpack-Luggage-Compartment%2Fdp%2FB09VCLZ3K4%2Fref%3Dsr_1_76_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644686%26sprefix%3Dba%252Caps%252C283%26sr%3D8-76-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"3,853", B09VCLZ3K4,"This backpack is lightweight water-resistant, capacity of approx 37 Ltr, has a soft and ventilated back panel, and is perfect for carrying all your necessities. Adjustable and breathable padded shoulder strap to meet different requirements for both men and women; made from highly rip and water-resistant polyester fabric, provide strengthen and long-lasting performance; roomy enough for your traveling requirements also having a Rain cover.", Amazing Bags
Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,459,3.6 out of 5 stars,https://www.amazon.in/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_77?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-77,113, B09CMS3K2S,"Product Description
Safe Packaging
Water Resistant
Premium Fabric
Travel
Office
School", Half_Moon
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",799,4.1 out of 5 stars,https://www.amazon.in/Number-Backpack-Compartment-Charging-Organizer/dp/B09VTC876Z/ref=sr_1_79?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-79,"6,672", B09VTC876Z,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels."," FUR JADEN, Fur Jaden, 3C Jai Hind Bld, Dr AM Road, Bhuleshwar, Mumbai 400002"
Gear Superior 16L Small Water Resistant School Bag//Casual Backpack/ Daypack/College Bag for Men/Women - Black,299,3.9 out of 5 stars,https://www.amazon.in/Gear-Superior-Casual-Backpack-BKPSPRIOR0001/dp/B08GY2ZN96/ref=sr_1_80?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-80,385, B08GY2ZN96,All Gear bag are manufactured from our self owned factories with specially trained manpower to ensure consistency in quality amd refined craftsmanship.," Gear, Gear Merchandise Pvt Ltd E/12 West Chowbaga Gulshan Colony Kolkata-700100"
Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing (Black),"1,186",4.2 out of 5 stars,https://www.amazon.in/Handcuffs-Multifunctional-Maternity-Backpack-Nursing/dp/B09413KB4K/ref=sr_1_81?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-81,555, B09413KB4K,"Handcuffs Baby Diaper Bag Multifunctional Maternity Bags New Mom Dad Travel Backpack For Baby Care Nursing

🖤 Going out with a baby requires you to be ready in any kind of messy situations. That is why, you need a trustable nappy bag to store all your baby's needs.

🖤 Multiple functionality, various compartments and spacious interior make this Diaper Bag an ideal companion for baby and parents on the go.

🖤 Pocket includes individualized storage compartments and zip close pocket to safely organize baby's necessities.

🖤 It is very roomy, can hold all your essential items for baby care, such as baby diaper, milk bottle, towel, water bottle, changing pad, snacks.

🖤 Portable unisex design, perfect gift for men / women / newborn / toddler/ twins / new mother / dad /parents

🖤 Not only diaper bag, it also can be used as weekend equipment, traveling & hiking backpack, casual daypack.", Handcuffs
"Presto! Oxo-Biodegradable Garbage Bags, Medium - 30 Bags/Roll (Pack of 3, Green, For Wet Waste, plastic)",209,4.3 out of 5 stars,https://www.amazon.in/Amazon-Brand-Presto-Oxo-Biodegradable-Garbage/dp/B08TD6BN7Y/ref=sr_1_82?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-82,"1,199", B08TD6BN7Y,"Presto! offers Oxo-Biodegradable Garbage Bags to help you maintain cleanliness and hygiene in your house, office and surroundings. These garbage bags make clean-up and garbage disposal a hassle-free task while being easy on the environment! Line them up in your bedroom or bathroom dustbins or use them to segregate wet waste in the kitchen. Handy at offices or hotels, they’re useful for getting rid of leftover party plates and garbage as well. They come with a detachable tie-tape which lets you neatly tie up the bag, making it easier to carry out after use. These medium-sized bags easily fit any normal dustbins. They are available in green colour in a pack of 3 rolls, and each roll contains 30 bags for your convenience."," Presto!, Narendra Plastics Pvt. Ltd., Survey No. 436/1 & 436/2, Village Dabhel, Daman - 396210 (U.T.), India."
"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","1,599",4.3 out of 5 stars,https://www.amazon.in/Red-Lemon-Backpack-Multifunctional-Charcoal/dp/B0BGSV19KZ/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-83,"1,324", B0BGSV19KZ,"Red Lemon Swiss Cut Design 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls"," Encon Impex Pvt Ltd, Encon impex pvt ltd"
PALAY® Tote Bags For Women Bag Corduroy Large Capacity Reusable Shopping Bag Washable Shoulder Bags HandBags for School Work Shopping Travel Daily Use Grocery,488,4.3 out of 5 stars,https://www.amazon.in/Corduroy-Reusable-Shopping-Washable-Shoulder/dp/B0BNX437F8/ref=sr_1_84?crid=2M096C61O4MLT&keywords=bags&qid=1697644686&sprefix=ba%2Caps%2C283&sr=8-84,101, B0BNX437F8,"Product Description
Cute Printed Pattern
This soft corduroy grocery bag has cute white dots pattern, which looks really attractive and fashionable for that daily styling.
Ample Storage
The overall size of this corduroy bag is 13""*13""*4"", composing of one-main compartment and two- open pouches inside for easy access. The closure consists of two-metal snap buckles, making it comfortable to carry.
Foldable and Lightweight
This utility handbag is easy-to-hold and can be easily folded. Providing it a compact structure and unique for daily usage. It also has fine stitching and reinforced handle, which make it durable."," PALAY, Raghu Trading Limited (HK)"
"URBAN TRIBE Havana Laptop Backpack for Men & Women | Laptop Bag 15.6 inch | Office Work/Casual/College Bag | Black, 27L",918,3.9 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDM2MzU4OTQ2NzM2NTU6MTY5NzY0NDY4NjpzcF9idGY6MzAwMDcxOTE2MjI2NzMyOjowOjo&url=%2FUrban-Tribe-Laptop-Backpack-Havana%2Fdp%2FB01LXNNFDF%2Fref%3Dsr_1_86_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644686%26sprefix%3Dba%252Caps%252C283%26sr%3D8-86-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,821, B01LXNNFDF,"Product Description
Ergonomically Designed
The Laptop Bag by Urban Tribe is a well structured and ergonomically designed. It is has spacious compartments as well as an anti-clutter mobile phone charging compartment. The bag is very handy and provides comfort to the user. Carry it in style.
Extra Charging Compartment
The bag has a separate mobile phone charging compartment to give you an anti-clutter experience while you charge your phone.
Spacious Compartment
The bag has a spacious main compartment where you can carry your belongings such as your notebooks, pens, laptop, mobile etc. It is perfect for college going students who are looking for design and functionality, all in a single bag.
Withstand heavy weight
The bag is made of Polyester, making it durable and resistant to water, wear-and-tear thus making it sturdy enough to withstand heavy weight. Carry your laptop, books, mobile, wallet etc. with this bag all at once."," Backpack International Pvt Ltd, Backpack International Pvt Ltd, Contact no +919769487901"
Half Moon 30L Water Resistant 15.6 inch Laptop Bag/Backpack for Men | School Bag for Boys Girls | Office Bag pack for Men/Office Back Packed for Women with Padded Laptop Compartment,459,3.6 out of 5 stars,https://www.amazon.in/Half-Moon-Laptop-Backpack-Polyester/dp/B09CMS3K2S/ref=sr_1_83?crid=2M096C61O4MLT&keywords=bags&qid=1697644688&sprefix=ba%2Caps%2C283&sr=8-83,113, B09CMS3K2S,"Product Description
Safe Packaging
Water Resistant
Premium Fabric
Travel
Office
School", Half_Moon
ADISA Light Weight Laptop Backpack 32 Ltrs,449,4.0 out of 5 stars,https://www.amazon.in/ADISA-BP005-Weight-Casual-Backpack/dp/B07F3X45WZ/ref=sr_1_85?crid=2M096C61O4MLT&keywords=bags&qid=1697644688&sprefix=ba%2Caps%2C283&sr=8-85,"6,219", B07F3X45WZ,"Product Description
About us
A sporty versatile Laptop Backpack from ADISA, made of Polyester. It has a top opening with 3 compartments for quick & easy access to essentials while the mesh padding on the back panel will feel comfortable, even on a hot day. This backpack can be carried in 2 ways as it has an additional front handle to hold it in case you’re unable to carry it on your back.
Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside, with padding for safety, and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. And third compartment is for your extra stuff. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.
Separate Laptop Compartment
One separate laptop compartment that can hold up to 15.6 Inch Laptop. Multiple compartments and Organiser can store lots of stuff, that too organized.
Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers.
Large Main Compartment
Fits up to 15.6 Inch Laptops (Laptops bigger than 15.6 inches not recommended)Thin clothes, headset, books, magazine, camera, CD's, etc
For Phones, pens, keys, wallets, purses, glasses, and other small items
Durable elasticized mesh pockets on both sides fit water bottles, a small compact umbrella, and other items
Earphone Slot
Made with strong yet lightweight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all with the charging system, i.e. adults, teens, boys, girls.
Its padded, adjustable shoulder straps do not put pressure on the shoulders. Foamed padded top handle is easy on your palm and fingers.

Lightweight
With comfort and functionality as priorities, lots of people now use backpacks for their everyday this 35-litre medium sized backpack would also be ideal for those thinking of an overnight trip. Complete with all the features of a daypack but with additional padding, pockets and fixing points for all the extra equipment you’ll need for a longer trip, the ADISA backpack is designed for multi-day use.
Multiple Compartments
Light weight and spacious laptop backpack with 3 compartments. One compartment is for carrying laptop inside, with padding for safety, and space for laptop accessories like charger, etc.
Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. And third compartment is for your extra stuff.
It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.
COLOR VARIATIONS"," ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
ADISA 15.6 inch laptop backpack office bag college travel back pack 32 Ltrs,449,3.9 out of 5 stars,https://www.amazon.in/ADISA-Laptop-Backpack-College-z-Black/dp/B09TPY1G1W/ref=sr_1_87?crid=2M096C61O4MLT&keywords=bags&qid=1697644688&sprefix=ba%2Caps%2C283&sr=8-87,"1,399", B09TPY1G1W,"Product Description
DESCRIPTION
Light weight and spacious laptop backpack with 2 compartments and 1 front easy-access pocket. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort.
Highlights
Backpack Features
Highlights
Available in 3 colors"," ADISA, ADISA INTERNATIONAL, 42/34, Upper Ground Floor, DLF Industrial Area, Kirti Nagar, New Delhi 110015, careadisa@gmail.com"
"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",413,4.3 out of 5 stars,https://www.amazon.in/SFANE-Duffel-Shoulder-Women-Compartment/dp/B07ZC77WTW/ref=sr_1_88?crid=2M096C61O4MLT&keywords=bags&qid=1697644688&sprefix=ba%2Caps%2C283&sr=8-88,"3,162", B07ZC77WTW,"Product Description
SFANE
Perfect Duffle Bag for hiking, family holiday, vacation, sports, a short trip, gym, work, beach, used as a overnight bag, a short journey bag, a weekender bag, gym bag,What an amazing design for Sport Bag!
Shoe Comparment
Separate Shoes Compartment - Built-in extra shoes compartment with exterior zippers to keep your shoes and clean sport gears separate.
Key Features
19 Inches Bag
Abundance of Storage - Large capacity,meet your requirement for sure and keep your stuff in order. What an amazing design for Sport Bag!
Double Shaded Zippers
Double Shaded Highlighting Zippers
Extra Side Pockets
Extra Side Pockets to keep More Stuff into it. Multi-Purpose & Any Occasions - Perfect Duffle Bag For Hiking, Family Holiday, Vacation, Sports, A Short Trip, Gym, Work, Beach, Used As A Overnight Bag, A Short Journey Bag, A Weekender Bag, Gym Bag.
High Quality Material Making it more Durable
Premium Durable Material - Travel duffel bag is made of high quality, durable material.
Color Orange Sky Blue Navy Blue Red
Shoe Compartment ✓ ✓ ✓ ✓
Material Polyester Polyester Polyester Polyester"," Sfane, Sfane Trends"
"Tabelito® NEO 3O L Water Resistant Laptop/College/Office/School/Travel/Business Bag, Unisex Backpack for Men Women Fits Up to 15.6 Inch Laptop Notebook.",349,3.8 out of 5 stars,https://www.amazon.in/Tabelito-NEO-Backpack-Business-Compartment/dp/B0C2D2GPWJ/ref=sr_1_89?crid=2M096C61O4MLT&keywords=bags&qid=1697644688&sprefix=ba%2Caps%2C283&sr=8-89,295, B0C2D2GPWJ,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders."," Tabelito Trade India, Tabelito Trade India, Tabelito Trade India, Prop No"
POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 LTR Hedge Polyester - Black- Medium,"1,329",3.8 out of 5 stars,https://www.amazon.in/Police-Polyester-laptop-casual-backpack/dp/B09CQ5T3LN/ref=sr_1_90?crid=2M096C61O4MLT&keywords=bags&qid=1697644688&sprefix=ba%2Caps%2C283&sr=8-90,"1,336", B09CQ5T3LN,"Product Description
Pump up your style quotient a notch higher as you step out carrying casual backpack from the house of Police. It has a vibrant and stylish design, along with the added benefit of spacious interiors. Made from polyester, this backpack features a black color along with the brand name in front. It also has multiple compartments with zippers along with a stylish design, the bag has padded adjustable back straps that provide carrying comfort. The back panel is also finely padded for ease when you are carrying the backpack. This provides resistance from sweat along with ease of carrying the bag when you are on the move.
Padded Back Straps
The bag has padded adjustable back straps that provide carrying comfort. The back panel is also finely padded for ease when you are carrying the backpack. This provides resistance from sweat along with ease of carrying the bag when you are on the move."," Tabelito Trade India, Tabelito Trade India, Tabelito Trade India, Prop No"
"STRABO Defender Laptop Bag, Light weight & Water resistant - Color Olive 35L, Unisex Bag",999,4.5 out of 5 stars,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyOTg2MjI3NjIyNzYzNjU1OjE2OTc2NDQ2ODg6c3BfbXRmOjMwMDAxNDkzMTQ4NDczMjo6MDo6&url=%2FSTRABO-Defender-Laptop-weight-resistant%2Fdp%2FB0C9H8W6K6%2Fref%3Dsr_1_91_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1697644688%26sprefix%3Dba%252Caps%252C283%26sr%3D8-91-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,25, B0C9H8W6K6,Product Description, STRABO BAGS AND ACCESSORIES LLP
Gear Campus8 25L Medium Water Resistant School Bag/Casual Backpack/Daypack/College Bag/for Men/Women - Green Grey,595,4.1 out of 5 stars,https://www.amazon.in/Gear-Classic-Casual-Backpack-BKPCAMPS80304/dp/B019FBEJCO/ref=sr_1_93?crid=2M096C61O4MLT&keywords=bags&qid=1697644688&sprefix=ba%2Caps%2C283&sr=8-93,"1,293", B019FBEJCO,"Intuitively crafted at the Gear Design Studio to balance comfort, style, endurance and functionality."," Gear Merchandise PVT LTD, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366"
